-81.180000,-117.690000
-81.180000,-117.690000
-81.180000,-117.690000
0.000000,237.000000
0.000000,237.000000
0.000000,237.000000
0.000000,237.000000
0.000000,237.000000
0.000000,237.000000
0.000000,0.000000
198.300000,306.500000
199.700000,311.600000
212.100000,332.600000
222.900000,351.600000
226.200000,357.000000
227.700000,358.500000
228.900000,358.100000
243.900000,348.640000
255.400000,341.740000
263.900000,336.740000
265.900000,335.540000
265.200000,333.340000
264.100000,331.840000
257.100000,320.440000
245.700000,300.740000
240.300000,291.339999
238.000000,287.439999
236.800000,285.939999
233.600000,286.539999
224.800000,291.739999
219.799999,294.639999
218.899999,295.139999
203.299999,303.340000
199.399999,305.640000
198.199999,306.940000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
92.300000,199.000000
91.500000,205.500000
91.500000,205.500000
91.300000,206.400000
88.600000,235.400000
88.200000,239.800000
86.500000,258.000000
86.300000,261.300000
85.800000,269.800000
85.500000,274.200000
85.099999,279.500000
84.999999,280.700000
85.399999,282.000000
86.700000,282.400000
93.400000,283.100000
101.700000,283.800000
112.700000,284.700000
120.900000,285.300000
126.700000,285.800000
128.000000,285.800000
128.900000,285.300000
129.400000,284.300000
129.800000,279.800000
130.300000,272.500000
130.700000,265.700000
132.000000,248.800000
132.500000,239.800000
133.100000,232.000000
134.000000,217.199999
134.800000,206.199999
135.000000,201.399999
135.000000,200.199999
134.800000,199.599999
134.000000,199.099999
131.000000,198.899999
120.200000,198.399999
107.300000,197.599999
97.199999,196.999999
93.999999,196.899999
92.999999,197.699999
92.499999,198.499999
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
205.300000,106.400000
201.800000,115.100000
196.400000,128.500001
193.200000,136.600001
188.100000,158.000001
193.500000,160.000001
200.000000,162.400001
216.800000,168.900001
225.000000,172.000001
225.900000,172.200001
227.500000,172.000001
228.700000,170.500001
230.400000,166.100001
232.100000,161.700001
235.700000,153.100001
238.900000,143.900001
241.600000,137.000001
246.800000,123.900001
250.800000,114.000000
245.100000,105.900000
244.000000,105.500000
238.200000,103.100000
225.700000,98.200000
218.500000,94.800000
218.500000,94.800000
218.500000,94.800000
218.500000,94.800000
43.000000,241.000000
43.000000,241.000000
43.000000,241.000000
43.000000,241.000000
43.000000,241.000000
43.000000,241.000000
43.000000,241.000000
43.000000,241.000000
43.000000,241.000000
45.200000,243.599999
45.200000,243.599999
45.200000,243.599999
45.200000,243.599999
45.200000,243.599999
45.200000,243.599999
45.200000,243.599999
52.200000,315.299999
56.200000,355.299999
58.600000,379.099999
59.540000,389.099999
69.260000,388.699999
101.760000,385.999999
175.460000,379.799999
219.660001,375.899999
250.460002,373.099999
256.760002,372.499999
257.160002,371.999999
255.060002,348.999999
250.660002,304.499998
245.960002,257.499998
243.060002,228.399998
242.560002,225.599998
219.460001,227.799998
172.160001,231.799998
127.960000,235.799998
71.559999,240.999998
47.859999,243.299998
45.559999,243.599998
48.000000,0.000000
48.000000,0.000000
48.000000,0.000000
48.000000,0.000000
48.000000,0.000000
49.000000,-41.000000
49.000000,30.000000
49.000000,30.000000
49.000000,30.000000
49.000000,30.000000
49.000000,30.000000
53.000000,-13.000000
94.000000,-48.000000
159.000000,-179.000000
